id,text,topic
963,context: Circumstances surrounding an expression that determine meaning.,language
964,narrative: Structured account of connected events.,language
965,syntax: The study of sentence structure and grammatical rules.,language
966,reference: The relationship between linguistic expressions and entities.,language
967,semantics: The study of meaning in language and representation.,language
968,discourse: Extended stretch of language use in communication.,language
969,analogy: Similarity between different things used for explanation.,language
970,discourse: Extended stretch of language use in communication.,language
971,reference: The relationship between linguistic expressions and entities.,language
972,semantics: The study of meaning in language and representation.,language
973,context: Circumstances surrounding an expression that determine meaning.,language
974,discourse: Extended stretch of language use in communication.,language
975,sense: The mode of presentation or meaning of a term.,language
976,denotation: Literal or primary meaning of a term.,language
977,pragmatics: The study of language use in context and speaker intentions.,language
978,narrative: Structured account of connected events.,language
979,sense: The mode of presentation or meaning of a term.,language
980,metaphor: Understanding one concept in terms of another.,language
981,syntax: The study of sentence structure and grammatical rules.,language
982,discourse: Extended stretch of language use in communication.,language
983,pragmatics: The study of language use in context and speaker intentions.,language
984,denotation: Literal or primary meaning of a term.,language
985,ambiguity: Presence of multiple possible interpretations.,language
986,compositionality: Meaning of complex expression derived from parts and structure.,language
987,narrative: Structured account of connected events.,language
988,denotation: Literal or primary meaning of a term.,language
989,compositionality: Meaning of complex expression derived from parts and structure.,language
990,pragmatics: The study of language use in context and speaker intentions.,language
991,denotation: Literal or primary meaning of a term.,language
992,syntax: The study of sentence structure and grammatical rules.,language
993,metaphor: Understanding one concept in terms of another.,language
994,denotation: Literal or primary meaning of a term.,language
995,narrative: Structured account of connected events.,language
996,semantics: The study of meaning in language and representation.,language
997,connotation: Associated or implied meaning beyond literal definition.,language
998,denotation: Literal or primary meaning of a term.,language
999,narrative: Structured account of connected events.,language
1000,context: Circumstances surrounding an expression that determine meaning.,language
1001,syntax: The study of sentence structure and grammatical rules.,language
1002,ambiguity: Presence of multiple possible interpretations.,language
1003,analogy: Similarity between different things used for explanation.,language
1004,narrative: Structured account of connected events.,language
1005,connotation: Associated or implied meaning beyond literal definition.,language
1006,connotation: Associated or implied meaning beyond literal definition.,language
1007,pragmatics: The study of language use in context and speaker intentions.,language
1008,syntax: The study of sentence structure and grammatical rules.,language
1009,context: Circumstances surrounding an expression that determine meaning.,language
1010,denotation: Literal or primary meaning of a term.,language
1011,polysemy: Single word having multiple related meanings.,language
1012,polysemy: Single word having multiple related meanings.,language
1013,analogy: Similarity between different things used for explanation.,language
1014,semantics: The study of meaning in language and representation.,language
1015,compositionality: Meaning of complex expression derived from parts and structure.,language
1016,reference: The relationship between linguistic expressions and entities.,language
1017,syntax: The study of sentence structure and grammatical rules.,language
1018,analogy: Similarity between different things used for explanation.,language
1019,syntax: The study of sentence structure and grammatical rules.,language
1020,compositionality: Meaning of complex expression derived from parts and structure.,language
1021,reference: The relationship between linguistic expressions and entities.,language
1022,reference: The relationship between linguistic expressions and entities.,language
1023,discourse: Extended stretch of language use in communication.,language
1024,sense: The mode of presentation or meaning of a term.,language
1025,pragmatics: The study of language use in context and speaker intentions.,language
1026,discourse: Extended stretch of language use in communication.,language
1027,semantics: The study of meaning in language and representation.,language
1028,context: Circumstances surrounding an expression that determine meaning.,language
1029,pragmatics: The study of language use in context and speaker intentions.,language
1030,syntax: The study of sentence structure and grammatical rules.,language
1031,reference: The relationship between linguistic expressions and entities.,language
1032,pragmatics: The study of language use in context and speaker intentions.,language
1033,polysemy: Single word having multiple related meanings.,language
1034,semantics: The study of meaning in language and representation.,language
1035,semantics: The study of meaning in language and representation.,language
1036,compositionality: Meaning of complex expression derived from parts and structure.,language
1037,reference: The relationship between linguistic expressions and entities.,language
1038,sense: The mode of presentation or meaning of a term.,language
1039,pragmatics: The study of language use in context and speaker intentions.,language
1040,semantics: The study of meaning in language and representation.,language
1041,compositionality: Meaning of complex expression derived from parts and structure.,language
1042,metaphor: Understanding one concept in terms of another.,language
1043,compositionality: Meaning of complex expression derived from parts and structure.,language
1044,metaphor: Understanding one concept in terms of another.,language
1045,compositionality: Meaning of complex expression derived from parts and structure.,language
1046,metaphor: Understanding one concept in terms of another.,language
1047,syntax: The study of sentence structure and grammatical rules.,language
1048,metaphor: Understanding one concept in terms of another.,language
1049,narrative: Structured account of connected events.,language
1050,semantics: The study of meaning in language and representation.,language
1051,compositionality: Meaning of complex expression derived from parts and structure.,language
1052,discourse: Extended stretch of language use in communication.,language
1053,metaphor: Understanding one concept in terms of another.,language
1054,denotation: Literal or primary meaning of a term.,language
1055,narrative: Structured account of connected events.,language
1056,semantics: The study of meaning in language and representation.,language
1057,metaphor: Understanding one concept in terms of another.,language
1058,denotation: Literal or primary meaning of a term.,language
1059,ambiguity: Presence of multiple possible interpretations.,language
1060,metaphor: Understanding one concept in terms of another.,language
1061,discourse: Extended stretch of language use in communication.,language
1062,syntax: The study of sentence structure and grammatical rules.,language
1063,syntax: The study of sentence structure and grammatical rules.,language
1064,polysemy: Single word having multiple related meanings.,language
1065,semantics: The study of meaning in language and representation.,language
1066,sense: The mode of presentation or meaning of a term.,language
1067,polysemy: Single word having multiple related meanings.,language
1068,analogy: Similarity between different things used for explanation.,language
1069,sense: The mode of presentation or meaning of a term.,language
1070,narrative: Structured account of connected events.,language
1071,metaphor: Understanding one concept in terms of another.,language
1072,denotation: Literal or primary meaning of a term.,language
1073,polysemy: Single word having multiple related meanings.,language
1074,syntax: The study of sentence structure and grammatical rules.,language
1075,ambiguity: Presence of multiple possible interpretations.,language
1076,context: Circumstances surrounding an expression that determine meaning.,language
1077,polysemy: Single word having multiple related meanings.,language
1078,compositionality: Meaning of complex expression derived from parts and structure.,language
1079,ambiguity: Presence of multiple possible interpretations.,language
1080,reference: The relationship between linguistic expressions and entities.,language
1081,denotation: Literal or primary meaning of a term.,language
1082,reference: The relationship between linguistic expressions and entities.,language
1083,connotation: Associated or implied meaning beyond literal definition.,language
1084,denotation: Literal or primary meaning of a term.,language
1085,denotation: Literal or primary meaning of a term.,language
1086,syntax: The study of sentence structure and grammatical rules.,language
1087,denotation: Literal or primary meaning of a term.,language
1088,polysemy: Single word having multiple related meanings.,language
1089,connotation: Associated or implied meaning beyond literal definition.,language
1090,pragmatics: The study of language use in context and speaker intentions.,language
1091,discourse: Extended stretch of language use in communication.,language
1092,syntax: The study of sentence structure and grammatical rules.,language
1093,context: Circumstances surrounding an expression that determine meaning.,language
1094,syntax: The study of sentence structure and grammatical rules.,language
1095,syntax: The study of sentence structure and grammatical rules.,language
1096,compositionality: Meaning of complex expression derived from parts and structure.,language
1097,context: Circumstances surrounding an expression that determine meaning.,language
1098,analogy: Similarity between different things used for explanation.,language
1099,analogy: Similarity between different things used for explanation.,language
1100,analogy: Similarity between different things used for explanation.,language
1101,sense: The mode of presentation or meaning of a term.,language
1102,syntax: The study of sentence structure and grammatical rules.,language
1103,connotation: Associated or implied meaning beyond literal definition.,language
1104,polysemy: Single word having multiple related meanings.,language
1105,compositionality: Meaning of complex expression derived from parts and structure.,language
1106,discourse: Extended stretch of language use in communication.,language
1107,ambiguity: Presence of multiple possible interpretations.,language
1108,narrative: Structured account of connected events.,language
1109,polysemy: Single word having multiple related meanings.,language
1110,connotation: Associated or implied meaning beyond literal definition.,language
1111,analogy: Similarity between different things used for explanation.,language
1112,reference: The relationship between linguistic expressions and entities.,language
1113,polysemy: Single word having multiple related meanings.,language
1114,reference: The relationship between linguistic expressions and entities.,language
1115,syntax: The study of sentence structure and grammatical rules.,language
1116,context: Circumstances surrounding an expression that determine meaning.,language
1117,connotation: Associated or implied meaning beyond literal definition.,language
1118,compositionality: Meaning of complex expression derived from parts and structure.,language
1119,analogy: Similarity between different things used for explanation.,language
1120,context: Circumstances surrounding an expression that determine meaning.,language
1121,context: Circumstances surrounding an expression that determine meaning.,language
1122,narrative: Structured account of connected events.,language
1123,context: Circumstances surrounding an expression that determine meaning.,language
1124,polysemy: Single word having multiple related meanings.,language
1125,polysemy: Single word having multiple related meanings.,language
1126,semantics: The study of meaning in language and representation.,language
1127,discourse: Extended stretch of language use in communication.,language
1128,context: Circumstances surrounding an expression that determine meaning.,language
1129,sense: The mode of presentation or meaning of a term.,language
1130,pragmatics: The study of language use in context and speaker intentions.,language
1131,ambiguity: Presence of multiple possible interpretations.,language
1132,sense: The mode of presentation or meaning of a term.,language
1133,connotation: Associated or implied meaning beyond literal definition.,language
1134,semantics: The study of meaning in language and representation.,language
1135,discourse: Extended stretch of language use in communication.,language
1136,analogy: Similarity between different things used for explanation.,language
1137,denotation: Literal or primary meaning of a term.,language
1138,pragmatics: The study of language use in context and speaker intentions.,language
1139,polysemy: Single word having multiple related meanings.,language
1140,semantics: The study of meaning in language and representation.,language
1141,sadness: Negative emotion from loss or failure.,affect
1142,arousal: Physiological and psychological state of alertness and readiness.,affect
1143,compassion: Sympathetic concern combined with desire to alleviate suffering.,affect
1144,sympathy: Feelings of concern or pity for another's situation.,affect
1145,sympathy: Feelings of concern or pity for another's situation.,affect
1146,joy: Intense positive emotion from satisfying outcomes.,affect
1147,sadness: Negative emotion from loss or failure.,affect
1148,flow: State of complete absorption and energized focus.,affect
1149,"mood: Diffuse, sustained affective state.",affect
1150,emotion: Intense feeling state with physiological and cognitive components.,affect
1151,valence: Positive or negative quality of affective experience.,affect
1152,anxiety: Apprehensive uneasiness about uncertain future events.,affect
1153,joy: Intense positive emotion from satisfying outcomes.,affect
1154,empathy: Capacity to understand and share feelings of another.,affect
1155,anxiety: Apprehensive uneasiness about uncertain future events.,affect
1156,awe: Feeling of wonder combined with respect or fear.,affect
1157,compassion: Sympathetic concern combined with desire to alleviate suffering.,affect
1158,empathy: Capacity to understand and share feelings of another.,affect
1159,sadness: Negative emotion from loss or failure.,affect
1160,"mood: Diffuse, sustained affective state.",affect
1161,compassion: Sympathetic concern combined with desire to alleviate suffering.,affect
1162,empathy: Capacity to understand and share feelings of another.,affect
1163,joy: Intense positive emotion from satisfying outcomes.,affect
1164,awe: Feeling of wonder combined with respect or fear.,affect
1165,joy: Intense positive emotion from satisfying outcomes.,affect
1166,emotion: Intense feeling state with physiological and cognitive components.,affect
1167,sympathy: Feelings of concern or pity for another's situation.,affect
1168,flow: State of complete absorption and energized focus.,affect
1169,emotion: Intense feeling state with physiological and cognitive components.,affect
1170,empathy: Capacity to understand and share feelings of another.,affect
1171,arousal: Physiological and psychological state of alertness and readiness.,affect
1172,valence: Positive or negative quality of affective experience.,affect
1173,arousal: Physiological and psychological state of alertness and readiness.,affect
1174,empathy: Capacity to understand and share feelings of another.,affect
1175,emotion: Intense feeling state with physiological and cognitive components.,affect
1176,sadness: Negative emotion from loss or failure.,affect
1177,valence: Positive or negative quality of affective experience.,affect
1178,sympathy: Feelings of concern or pity for another's situation.,affect
1179,joy: Intense positive emotion from satisfying outcomes.,affect
1180,awe: Feeling of wonder combined with respect or fear.,affect
1181,anger: Negative emotion from perceived injustice or frustration.,affect
1182,anger: Negative emotion from perceived injustice or frustration.,affect
1183,"mood: Diffuse, sustained affective state.",affect
1184,anger: Negative emotion from perceived injustice or frustration.,affect
1185,emotion: Intense feeling state with physiological and cognitive components.,affect
1186,emotion: Intense feeling state with physiological and cognitive components.,affect
1187,disgust: Revulsion response to offensive or contaminating stimuli.,affect
1188,anger: Negative emotion from perceived injustice or frustration.,affect
1189,flow: State of complete absorption and energized focus.,affect
1190,flow: State of complete absorption and energized focus.,affect
1191,joy: Intense positive emotion from satisfying outcomes.,affect
1192,compassion: Sympathetic concern combined with desire to alleviate suffering.,affect
1193,"mood: Diffuse, sustained affective state.",affect
1194,emotion: Intense feeling state with physiological and cognitive components.,affect
1195,empathy: Capacity to understand and share feelings of another.,affect
1196,anger: Negative emotion from perceived injustice or frustration.,affect
1197,anxiety: Apprehensive uneasiness about uncertain future events.,affect
1198,anger: Negative emotion from perceived injustice or frustration.,affect
1199,disgust: Revulsion response to offensive or contaminating stimuli.,affect
1200,"mood: Diffuse, sustained affective state.",affect
1201,anger: Negative emotion from perceived injustice or frustration.,affect
1202,arousal: Physiological and psychological state of alertness and readiness.,affect
1203,flow: State of complete absorption and energized focus.,affect
1204,awe: Feeling of wonder combined with respect or fear.,affect
1205,sympathy: Feelings of concern or pity for another's situation.,affect
1206,empathy: Capacity to understand and share feelings of another.,affect
1207,sympathy: Feelings of concern or pity for another's situation.,affect
1208,empathy: Capacity to understand and share feelings of another.,affect
1209,valence: Positive or negative quality of affective experience.,affect
1210,awe: Feeling of wonder combined with respect or fear.,affect
1211,"mood: Diffuse, sustained affective state.",affect
1212,awe: Feeling of wonder combined with respect or fear.,affect
1213,disgust: Revulsion response to offensive or contaminating stimuli.,affect
1214,sympathy: Feelings of concern or pity for another's situation.,affect
1215,joy: Intense positive emotion from satisfying outcomes.,affect
1216,anger: Negative emotion from perceived injustice or frustration.,affect
1217,anger: Negative emotion from perceived injustice or frustration.,affect
1218,arousal: Physiological and psychological state of alertness and readiness.,affect
1219,valence: Positive or negative quality of affective experience.,affect
1220,valence: Positive or negative quality of affective experience.,affect
1221,anxiety: Apprehensive uneasiness about uncertain future events.,affect
1222,sadness: Negative emotion from loss or failure.,affect
1223,anxiety: Apprehensive uneasiness about uncertain future events.,affect
1224,valence: Positive or negative quality of affective experience.,affect
1225,sadness: Negative emotion from loss or failure.,affect
1226,awe: Feeling of wonder combined with respect or fear.,affect
1227,sadness: Negative emotion from loss or failure.,affect
1228,sadness: Negative emotion from loss or failure.,affect
1229,compassion: Sympathetic concern combined with desire to alleviate suffering.,affect
1230,disgust: Revulsion response to offensive or contaminating stimuli.,affect
1231,flow: State of complete absorption and energized focus.,affect
1232,anxiety: Apprehensive uneasiness about uncertain future events.,affect
1233,anxiety: Apprehensive uneasiness about uncertain future events.,affect
1234,anger: Negative emotion from perceived injustice or frustration.,affect
1235,anxiety: Apprehensive uneasiness about uncertain future events.,affect
1236,valence: Positive or negative quality of affective experience.,affect
1237,"mood: Diffuse, sustained affective state.",affect
1238,compassion: Sympathetic concern combined with desire to alleviate suffering.,affect
1239,empathy: Capacity to understand and share feelings of another.,affect
1240,empathy: Capacity to understand and share feelings of another.,affect
1241,emotion: Intense feeling state with physiological and cognitive components.,affect
1242,awe: Feeling of wonder combined with respect or fear.,affect
1243,empathy: Capacity to understand and share feelings of another.,affect
1244,compassion: Sympathetic concern combined with desire to alleviate suffering.,affect
1245,emotion: Intense feeling state with physiological and cognitive components.,affect
1246,anger: Negative emotion from perceived injustice or frustration.,affect
1247,"mood: Diffuse, sustained affective state.",affect
1248,anger: Negative emotion from perceived injustice or frustration.,affect
1249,anger: Negative emotion from perceived injustice or frustration.,affect
1250,anxiety: Apprehensive uneasiness about uncertain future events.,affect
1251,awe: Feeling of wonder combined with respect or fear.,affect
1252,compassion: Sympathetic concern combined with desire to alleviate suffering.,affect
1253,flow: State of complete absorption and energized focus.,affect
1254,sadness: Negative emotion from loss or failure.,affect
1255,disgust: Revulsion response to offensive or contaminating stimuli.,affect
1256,compassion: Sympathetic concern combined with desire to alleviate suffering.,affect
1257,anger: Negative emotion from perceived injustice or frustration.,affect
1258,anxiety: Apprehensive uneasiness about uncertain future events.,affect
1259,empathy: Capacity to understand and share feelings of another.,affect
1260,awe: Feeling of wonder combined with respect or fear.,affect
1261,valence: Positive or negative quality of affective experience.,affect
1262,emotion: Intense feeling state with physiological and cognitive components.,affect
1263,"mood: Diffuse, sustained affective state.",affect
1264,disgust: Revulsion response to offensive or contaminating stimuli.,affect
1265,sympathy: Feelings of concern or pity for another's situation.,affect
1266,joy: Intense positive emotion from satisfying outcomes.,affect
1267,awe: Feeling of wonder combined with respect or fear.,affect
1268,valence: Positive or negative quality of affective experience.,affect
1269,arousal: Physiological and psychological state of alertness and readiness.,affect
1270,compassion: Sympathetic concern combined with desire to alleviate suffering.,affect
1271,compassion: Sympathetic concern combined with desire to alleviate suffering.,affect
1272,awe: Feeling of wonder combined with respect or fear.,affect
1273,valence: Positive or negative quality of affective experience.,affect
1274,sympathy: Feelings of concern or pity for another's situation.,affect
1275,empathy: Capacity to understand and share feelings of another.,affect
1276,compassion: Sympathetic concern combined with desire to alleviate suffering.,affect
1277,sympathy: Feelings of concern or pity for another's situation.,affect
1278,flow: State of complete absorption and energized focus.,affect
1279,sadness: Negative emotion from loss or failure.,affect
1280,anxiety: Apprehensive uneasiness about uncertain future events.,affect
1281,emotion: Intense feeling state with physiological and cognitive components.,affect
1282,"mood: Diffuse, sustained affective state.",affect
1283,joy: Intense positive emotion from satisfying outcomes.,affect
1284,empathy: Capacity to understand and share feelings of another.,affect
1285,joy: Intense positive emotion from satisfying outcomes.,affect
1286,anxiety: Apprehensive uneasiness about uncertain future events.,affect
1287,disgust: Revulsion response to offensive or contaminating stimuli.,affect
1288,disgust: Revulsion response to offensive or contaminating stimuli.,affect
1289,sympathy: Feelings of concern or pity for another's situation.,affect
1290,flow: State of complete absorption and energized focus.,affect
1291,valence: Positive or negative quality of affective experience.,affect
1292,sympathy: Feelings of concern or pity for another's situation.,affect
1293,fear: Negative emotion from perception of threat or danger.,affect
1294,joy: Intense positive emotion from satisfying outcomes.,affect
1295,sympathy: Feelings of concern or pity for another's situation.,affect
1296,flow: State of complete absorption and energized focus.,affect
1297,fear: Negative emotion from perception of threat or danger.,affect
1298,empathy: Capacity to understand and share feelings of another.,affect
1299,sympathy: Feelings of concern or pity for another's situation.,affect
1300,sadness: Negative emotion from loss or failure.,affect
1301,anger: Negative emotion from perceived injustice or frustration.,affect
1302,joy: Intense positive emotion from satisfying outcomes.,affect
1303,anger: Negative emotion from perceived injustice or frustration.,affect
1304,sadness: Negative emotion from loss or failure.,affect
1305,joy: Intense positive emotion from satisfying outcomes.,affect
1306,awe: Feeling of wonder combined with respect or fear.,affect
1307,anxiety: Apprehensive uneasiness about uncertain future events.,affect
1308,compassion: Sympathetic concern combined with desire to alleviate suffering.,affect
1309,sympathy: Feelings of concern or pity for another's situation.,affect
1310,sympathy: Feelings of concern or pity for another's situation.,affect
1311,valence: Positive or negative quality of affective experience.,affect
1312,arousal: Physiological and psychological state of alertness and readiness.,affect
1313,fear: Negative emotion from perception of threat or danger.,affect
1314,awe: Feeling of wonder combined with respect or fear.,affect
1315,arousal: Physiological and psychological state of alertness and readiness.,affect
1316,valence: Positive or negative quality of affective experience.,affect
1317,"mood: Diffuse, sustained affective state.",affect
1318,anger: Negative emotion from perceived injustice or frustration.,affect
1319,"mood: Diffuse, sustained affective state.",affect
1320,sadness: Negative emotion from loss or failure.,affect
1321,anger: Negative emotion from perceived injustice or frustration.,affect
1322,disgust: Revulsion response to offensive or contaminating stimuli.,affect
1323,emotion: Intense feeling state with physiological and cognitive components.,affect
1324,sympathy: Feelings of concern or pity for another's situation.,affect
1325,sadness: Negative emotion from loss or failure.,affect
1326,"mood: Diffuse, sustained affective state.",affect
1327,sympathy: Feelings of concern or pity for another's situation.,affect
1328,valence: Positive or negative quality of affective experience.,affect
1329,anger: Negative emotion from perceived injustice or frustration.,affect
1330,sadness: Negative emotion from loss or failure.,affect
1331,anger: Negative emotion from perceived injustice or frustration.,affect
1332,valence: Positive or negative quality of affective experience.,affect
1333,compassion: Sympathetic concern combined with desire to alleviate suffering.,affect
1334,compassion: Sympathetic concern combined with desire to alleviate suffering.,affect
1335,joy: Intense positive emotion from satisfying outcomes.,affect
1336,arousal: Physiological and psychological state of alertness and readiness.,affect
1337,compassion: Sympathetic concern combined with desire to alleviate suffering.,affect
1338,empathy: Capacity to understand and share feelings of another.,affect
1339,sadness: Negative emotion from loss or failure.,affect
1340,compassion: Sympathetic concern combined with desire to alleviate suffering.,affect
1341,flow: State of complete absorption and energized focus.,affect
1342,empathy: Capacity to understand and share feelings of another.,affect
1343,anger: Negative emotion from perceived injustice or frustration.,affect
1344,awe: Feeling of wonder combined with respect or fear.,affect
1345,anger: Negative emotion from perceived injustice or frustration.,affect
1346,sympathy: Feelings of concern or pity for another's situation.,affect
1347,fear: Negative emotion from perception of threat or danger.,affect
1348,fear: Negative emotion from perception of threat or danger.,affect
1349,compassion: Sympathetic concern combined with desire to alleviate suffering.,affect
1350,empathy: Capacity to understand and share feelings of another.,affect
1351,sympathy: Feelings of concern or pity for another's situation.,affect
1352,awe: Feeling of wonder combined with respect or fear.,affect
1353,fear: Negative emotion from perception of threat or danger.,affect
1354,anger: Negative emotion from perceived injustice or frustration.,affect
1355,anger: Negative emotion from perceived injustice or frustration.,affect
1356,valence: Positive or negative quality of affective experience.,affect
1357,arousal: Physiological and psychological state of alertness and readiness.,affect
1358,anxiety: Apprehensive uneasiness about uncertain future events.,affect
1359,disgust: Revulsion response to offensive or contaminating stimuli.,affect
1360,flow: State of complete absorption and energized focus.,affect
1361,"mood: Diffuse, sustained affective state.",affect
1362,anger: Negative emotion from perceived injustice or frustration.,affect
1363,anger: Negative emotion from perceived injustice or frustration.,affect
1364,empathy: Capacity to understand and share feelings of another.,affect
1365,sadness: Negative emotion from loss or failure.,affect
1366,empathy: Capacity to understand and share feelings of another.,affect
1367,disgust: Revulsion response to offensive or contaminating stimuli.,affect
1368,valence: Positive or negative quality of affective experience.,affect
1369,compassion: Sympathetic concern combined with desire to alleviate suffering.,affect
1370,fear: Negative emotion from perception of threat or danger.,affect
1371,arousal: Physiological and psychological state of alertness and readiness.,affect
1372,compassion: Sympathetic concern combined with desire to alleviate suffering.,affect
1373,sympathy: Feelings of concern or pity for another's situation.,affect
1374,emotion: Intense feeling state with physiological and cognitive components.,affect
1375,emotion: Intense feeling state with physiological and cognitive components.,affect
1376,awe: Feeling of wonder combined with respect or fear.,affect
1377,arousal: Physiological and psychological state of alertness and readiness.,affect
1378,fear: Negative emotion from perception of threat or danger.,affect
1379,sympathy: Feelings of concern or pity for another's situation.,affect
1380,emotion: Intense feeling state with physiological and cognitive components.,affect
1381,disgust: Revulsion response to offensive or contaminating stimuli.,affect
1382,anger: Negative emotion from perceived injustice or frustration.,affect
1383,anxiety: Apprehensive uneasiness about uncertain future events.,affect
1384,sadness: Negative emotion from loss or failure.,affect
1385,valence: Positive or negative quality of affective experience.,affect
1386,empathy: Capacity to understand and share feelings of another.,affect
1387,anger: Negative emotion from perceived injustice or frustration.,affect
1388,joy: Intense positive emotion from satisfying outcomes.,affect
1389,valence: Positive or negative quality of affective experience.,affect
1390,joy: Intense positive emotion from satisfying outcomes.,affect
1391,compassion: Sympathetic concern combined with desire to alleviate suffering.,affect
1392,emotion: Intense feeling state with physiological and cognitive components.,affect
1393,"mood: Diffuse, sustained affective state.",affect
1394,arousal: Physiological and psychological state of alertness and readiness.,affect
1395,anger: Negative emotion from perceived injustice or frustration.,affect
1396,flow: State of complete absorption and energized focus.,affect
1397,joy: Intense positive emotion from satisfying outcomes.,affect
1398,awe: Feeling of wonder combined with respect or fear.,affect
1399,"mood: Diffuse, sustained affective state.",affect
1400,empathy: Capacity to understand and share feelings of another.,affect
1401,empathy: Capacity to understand and share feelings of another.,affect
1402,emotion: Intense feeling state with physiological and cognitive components.,affect
1403,compassion: Sympathetic concern combined with desire to alleviate suffering.,affect
1404,sadness: Negative emotion from loss or failure.,affect
1405,compassion: Sympathetic concern combined with desire to alleviate suffering.,affect
1406,"mood: Diffuse, sustained affective state.",affect
1407,disgust: Revulsion response to offensive or contaminating stimuli.,affect
1408,flow: State of complete absorption and energized focus.,affect
1409,emotion: Intense feeling state with physiological and cognitive components.,affect
1410,awe: Feeling of wonder combined with respect or fear.,affect
1411,arousal: Physiological and psychological state of alertness and readiness.,affect
1412,valence: Positive or negative quality of affective experience.,affect
1413,compassion: Sympathetic concern combined with desire to alleviate suffering.,affect
1414,anxiety: Apprehensive uneasiness about uncertain future events.,affect
1415,arousal: Physiological and psychological state of alertness and readiness.,affect
1416,compassion: Sympathetic concern combined with desire to alleviate suffering.,affect
1417,anxiety: Apprehensive uneasiness about uncertain future events.,affect
1418,"mood: Diffuse, sustained affective state.",affect
1419,fear: Negative emotion from perception of threat or danger.,affect
1420,"mood: Diffuse, sustained affective state.",affect
1421,awe: Feeling of wonder combined with respect or fear.,affect
1422,awe: Feeling of wonder combined with respect or fear.,affect
1423,fear: Negative emotion from perception of threat or danger.,affect
1424,flow: State of complete absorption and energized focus.,affect
1425,sympathy: Feelings of concern or pity for another's situation.,affect
1426,cooperation: Working together toward mutual benefit.,social
1427,"trust: Belief in reliability, truth, or ability of someone or something.",social
1428,"belonging: Feeling of acceptance, inclusion, and membership.",social
1429,norm: Expected standard of behavior within a group.,social
1430,"identity: The qualities, beliefs, personality, looks and expressions that define a person or group.",social
1431,altruism: Selfless concern for wellbeing of others.,social
1432,status: Relative social standing or prestige in hierarchy.,social
1433,reciprocity: Practice of exchanging things with others for mutual benefit.,social
1434,"trust: Belief in reliability, truth, or ability of someone or something.",social
1435,altruism: Selfless concern for wellbeing of others.,social
1436,altruism: Selfless concern for wellbeing of others.,social
1437,"ritual: Formalized, repeated symbolic action with social meaning.",social
1438,"identity: The qualities, beliefs, personality, looks and expressions that define a person or group.",social
1439,competition: Striving against others for scarce resources.,social
1440,"solidarity: Unity based on shared interests, objectives, or sympathies.",social
1441,"culture: Shared beliefs, practices, and artifacts of a group.",social
1442,altruism: Selfless concern for wellbeing of others.,social
1443,role: Expected behaviors associated with a social position.,social
1444,reciprocity: Practice of exchanging things with others for mutual benefit.,social
1445,"trust: Belief in reliability, truth, or ability of someone or something.",social
1446,"solidarity: Unity based on shared interests, objectives, or sympathies.",social
1447,"identity: The qualities, beliefs, personality, looks and expressions that define a person or group.",social
1448,altruism: Selfless concern for wellbeing of others.,social
1449,role: Expected behaviors associated with a social position.,social
1450,"ritual: Formalized, repeated symbolic action with social meaning.",social
1451,"identity: The qualities, beliefs, personality, looks and expressions that define a person or group.",social
1452,"culture: Shared beliefs, practices, and artifacts of a group.",social
1453,"identity: The qualities, beliefs, personality, looks and expressions that define a person or group.",social
1454,"belonging: Feeling of acceptance, inclusion, and membership.",social
1455,cooperation: Working together toward mutual benefit.,social
1456,"belonging: Feeling of acceptance, inclusion, and membership.",social
1457,competition: Striving against others for scarce resources.,social
1458,norm: Expected standard of behavior within a group.,social
1459,altruism: Selfless concern for wellbeing of others.,social
1460,"culture: Shared beliefs, practices, and artifacts of a group.",social
1461,status: Relative social standing or prestige in hierarchy.,social
1462,altruism: Selfless concern for wellbeing of others.,social
1463,"solidarity: Unity based on shared interests, objectives, or sympathies.",social
1464,"ritual: Formalized, repeated symbolic action with social meaning.",social
1465,"community: A group sharing common interests, values, or location.",social
1466,status: Relative social standing or prestige in hierarchy.,social
1467,alienation: Estrangement from social relationships or oneself.,social
1468,altruism: Selfless concern for wellbeing of others.,social
1469,alienation: Estrangement from social relationships or oneself.,social
1470,status: Relative social standing or prestige in hierarchy.,social
1471,"belonging: Feeling of acceptance, inclusion, and membership.",social
1472,cooperation: Working together toward mutual benefit.,social
1473,cooperation: Working together toward mutual benefit.,social
1474,alienation: Estrangement from social relationships or oneself.,social
1475,cooperation: Working together toward mutual benefit.,social
1476,"solidarity: Unity based on shared interests, objectives, or sympathies.",social
1477,reciprocity: Practice of exchanging things with others for mutual benefit.,social
1478,"community: A group sharing common interests, values, or location.",social
1479,"trust: Belief in reliability, truth, or ability of someone or something.",social
1480,"solidarity: Unity based on shared interests, objectives, or sympathies.",social
1481,competition: Striving against others for scarce resources.,social
1482,"ritual: Formalized, repeated symbolic action with social meaning.",social
1483,"community: A group sharing common interests, values, or location.",social
1484,"trust: Belief in reliability, truth, or ability of someone or something.",social
1485,"ritual: Formalized, repeated symbolic action with social meaning.",social
1486,"trust: Belief in reliability, truth, or ability of someone or something.",social
1487,role: Expected behaviors associated with a social position.,social
1488,reciprocity: Practice of exchanging things with others for mutual benefit.,social
1489,status: Relative social standing or prestige in hierarchy.,social
1490,"identity: The qualities, beliefs, personality, looks and expressions that define a person or group.",social
1491,alienation: Estrangement from social relationships or oneself.,social
